,baseMean,log2FoldChange,lfcSE,stat,pvalue,FDR
NR_104480,571.0825406,-0.14680655,0.144379853,-1.016807726,0.309244906,0.585338298
NR_104481,746.6052651,-0.167656161,0.116268075,-1.44197933,0.149308205,0.395581248
NR_104486,766.3017028,0.136359979,0.112779057,1.20908955,0.226628444,0.496129825
NR_104487,1591.195921,0.211039171,0.1439949,1.4656017,0.142756828,0.386885209
NR_104581,38.98481901,-0.678404787,0.344192965,-1.971001314,0.048723726,0.211373804
NR_104584,54.09889411,-0.246338784,0.307337809,-0.801524501,0.422828066,0.681986475
NR_104585,504.5056702,0.147669857,0.262451968,0.56265479,0.573669976,0.787834003
NR_104586,100.664727,-0.494844663,0.273616147,-1.808536037,0.070523113,0.261225526
NR_104589,29.88124355,-0.006589245,0.379776253,-0.017350335,0.98615713,0.994672298
NR_104591,5.579853785,-0.264766587,0.328396622,-0.806240286,0.420104314,0.680194173
NR_104593,99.87459685,0.157832736,0.298691083,0.528414623,0.59721159,0.803616094
NR_104596,31.27751581,0.179632404,0.31779405,0.565247852,0.571905193,0.786733563
NR_104597,440.7667465,-0.28163478,0.198604298,-1.418069914,0.156170354,0.404779047
NR_104599,81.30208707,-0.314839052,0.12078327,-2.606644535,0.009143423,0.079006206
NR_104600,21.65179376,-0.305473828,0.334654637,-0.912803215,0.361346047,0.631231521
NR_104601,237.1193474,-0.399748597,0.25452422,-1.570571939,0.116282112,0.345154208
NR_104604,8.264321324,-0.25938118,0.227731739,-1.138976858,0.254712807,0.528352102
NR_104607,59.86104965,-0.697580458,0.184907189,-3.772597815,0.000161557,0.009961964
NR_104609,7.077389421,-0.229085076,0.285165403,-0.803341056,0.421777634,0.681490717
NR_104612,179.5144774,-0.232422436,0.125359914,-1.854041125,0.063733277,0.247054836
NR_104613,16.42688259,0.106408047,0.232842922,0.456994983,0.647674652,0.836002035
NR_104614,71.94654355,-0.446544912,0.188104163,-2.373923596,0.017600192,0.117395099
NR_104615,75.9628057,-0.408574044,0.180820722,-2.259553212,0.023848994,0.139823241
NR_104622,19.96343515,-0.186304777,0.244005371,-0.763527361,0.445148951,0.699462003
NR_104623,20.55861414,-0.50291026,0.26861095,-1.872262686,0.06117027,0.241009053
NR_104624,84.49403299,0.009127544,0.115396688,0.079097108,0.936955384,0.976655208
NR_104626,49.78523561,-0.120860878,0.182292323,-0.663005859,0.507326802,0.743524713
NR_104627,327.0538005,-0.128238132,0.082131526,-1.56137526,0.118435236,0.348583762
NR_104629,304.6959262,-0.181405713,0.151471855,-1.197619931,0.231065013,0.50060259
NR_104634,13.63217385,-0.221258753,0.435412178,-0.508159313,0.611341622,0.812889531
NR_104635,17.31141655,-0.382832838,0.329092725,-1.163297786,0.244708704,0.516919859
NR_104636,22.63565823,-1.029143655,0.262673864,-3.917952251,8.93E-05,0.007872284
NR_104637,164.4126724,-0.134123631,0.146450399,-0.915829739,0.359756203,0.629744951
NR_104638,2088.422362,-0.141997169,0.199072603,-0.713293376,0.475664235,0.722105777
NR_104640,59.75025408,-0.212513769,0.279389647,-0.760635805,0.446874628,0.700709302
NR_104641,111.0507242,-0.573950203,0.270386874,-2.122699949,0.033779003,0.171115593
NR_104643,1440.041722,0.084837908,0.084585539,1.002983585,0.315868781,0.591781194
NR_104644,97.15982434,-0.464885275,0.152382523,-3.050778172,0.002282491,0.036298434
NR_104649,33.74258014,-0.008748329,0.199654101,-0.043817425,0.965049937,0.986810121
NR_104656,9.312387204,-0.247476424,0.205456807,-1.204518009,0.228389426,0.497560109
NR_104662,86.06462211,-0.470887871,0.149328098,-3.153377543,0.001613929,0.030348134
NR_104664,6.896577002,-0.425235559,0.293160408,-1.450521787,0.146913068,0.392611922
NR_104668,12.39872431,-0.544897734,0.295484112,-1.844084712,0.065170796,0.249855093
NR_104676,124.9208514,0.108370865,0.230667733,0.469813718,0.638488113,0.830665491
NR_105014,488.0680619,0.022213114,0.050676705,0.438329873,0.661147174,0.844700279
NR_105018,30.54939541,-0.656561028,0.212523686,-3.089354612,0.002005919,0.034044561
NR_105019,66.31658946,-0.105807624,0.113624962,-0.931200521,0.351749848,0.622295252
NR_105035,16.65132424,-0.323740099,0.45946875,-0.704596556,0.481061342,0.72599597
NR_105037,26.04448093,-0.446757702,0.450900403,-0.990812382,0.321777202,0.596972305
NR_105043,12.91800859,-0.195004214,0.360309535,-0.541213027,0.588360759,0.798104926
NR_105045,4.923089909,-0.149150437,0.329682724,-0.452405985,0.650976536,0.838202264
NR_105057,4.749463545,-0.773269092,0.298202122,-2.593103921,0.009511403,0.080972164
NR_106781,23.7196027,-0.465005629,0.24895076,-1.867861855,0.061781329,0.242367516
NR_106811,17.41245719,-0.489010498,0.457497693,-1.068880795,0.285123387,0.560284896
NR_106902,14.75549166,0.203810045,0.35432843,0.575200938,0.565155408,0.782395854
NR_106951,11.89265793,-0.085158094,0.316184144,-0.26933069,0.787675217,0.910989379
NR_107042,4.413841875,-0.488703851,0.306175562,-1.596155642,0.110454048,0.336074514
NR_108024,7.883862453,0.216801608,0.275777963,0.786145513,0.431782243,0.689420487
NR_108036,27.74861017,0.00544776,0.176566421,0.030853885,0.975386067,0.990772264
NR_108047,106.8396371,-0.357872406,0.151000736,-2.370004372,0.017787875,0.118161092
NR_108049,29.81865007,-0.383276907,0.184403771,-2.078465662,0.03766649,0.182063476
NR_108060,496.830825,0.037394073,0.257991318,0.144943144,0.884755762,0.954802877
NR_108061,638.1559936,0.096282073,0.108516641,0.887256296,0.37494093,0.643481443
NR_108062,24.98036113,-0.138812753,0.244425093,-0.567915312,0.570092474,0.785413858
NR_108063,4.479724257,-0.226987679,0.186723876,-1.215632858,0.224124812,0.492934552
NR_108064,41.01544265,-0.266036513,0.300045134,-0.886654983,0.375264682,0.643644542
NR_108065,124.6717486,-0.058052694,0.191507306,-0.303135664,0.761786476,0.897211098
NR_108066,456.6084776,-0.030621053,0.103507326,-0.295834642,0.767356366,0.900311704
NR_108073,12.85313544,-0.198442422,0.226011665,-0.878018496,0.379933682,0.647493403
NR_108075,8.754481616,-0.485026031,0.30448528,-1.592937538,0.111174204,0.337206853
NR_108081,21.59952681,-0.80629697,0.259007322,-3.113027709,0.001851786,0.032481102
NR_108087,41.85636512,-0.333202222,0.165383154,-2.014728917,0.043933061,0.199187395
NR_108090,153.1325364,0.195029699,0.17282444,1.128484485,0.259115366,0.53307211
NR_108093,64.3085495,-0.421690029,0.213629675,-1.973930021,0.048389701,0.210430626
NR_108099,147.5380456,-0.343441472,0.170887373,-2.009753357,0.0444573,0.200643729
NR_108100,11.30730899,-0.294695222,0.258890147,-1.138302193,0.254994319,0.528491731
NR_108104,10.64344835,-1.052016706,0.311479736,-3.377480406,0.000731532,0.020395054
NR_108109,19.48935806,0.317359009,0.362231449,0.876122188,0.380963612,0.648194715
NR_108110,28.35242376,0.06408537,0.277701517,0.230770687,0.817492955,0.925815597
NR_109754,118.7706886,0.0803081,0.185975703,0.431820385,0.665871963,0.847008139
NR_109759,78.83553738,-0.066352059,0.277782198,-0.238863611,0.811211343,0.922750235
NR_109760,88.31149661,-0.211488473,0.271971515,-0.777612584,0.43679744,0.692727494
NR_109762,26.44054596,-0.012688858,0.37854711,-0.033519893,0.973260003,0.989916561
NR_109763,39.46400231,-0.220014876,0.234700336,-0.937428892,0.348537985,0.620000386
NR_109768,35.7770195,-0.421475634,0.545947184,-0.772008074,0.440109646,0.695429535
NR_109769,164.4192807,0.024812019,0.166254359,0.149241312,0.881363223,0.953177392
NR_109773,44.28658383,-0.565643949,0.341625705,-1.655741768,0.097774125,0.315766189
NR_109778,33.93199763,-0.275539147,0.498535997,-0.552696593,0.580471187,0.792528534
NR_109779,15.42190173,-0.371206792,0.263679748,-1.407794094,0.15919205,0.409364345
NR_109783,102.9883261,-0.459466314,0.147354009,-3.118112058,0.001820136,0.032239076
NR_109784,24.8635425,-0.744977302,0.373483067,-1.994674905,0.046078348,0.204701256
NR_109789,308.3160647,-1.12368972,0.296534984,-3.789400177,0.000151011,0.009726883
NR_109790,504.9237008,-1.033682825,0.268383281,-3.851517206,0.000117388,0.008672049
NR_109794,37.96170565,-0.639026114,0.433108742,-1.475440351,0.140094194,0.383428989
NR_109796,112.8785922,-0.153606186,0.190406547,-0.806727441,0.419823531,0.679866853
NR_109797,137.9880298,-0.085758151,0.172863913,-0.496102104,0.619822375,0.818973408
NR_109798,117.1825659,-0.172052644,0.158654832,-1.084446288,0.27816697,0.552838573
NR_109799,278.3170966,0.022373723,0.172643759,0.129594739,0.896887066,0.960569231
NR_109800,203.9093109,0.007240113,0.151984849,0.047637071,0.962005487,0.985890417
NR_109807,202.0107846,-0.099027857,0.185631884,-0.533463621,0.593712687,0.801589763
NR_109821,8.424878594,-0.123291329,0.448772528,-0.274730117,0.783523591,0.909256441
NR_109826,36.44048666,-0.078106742,0.271880536,-0.287283318,0.773895395,0.904226407
NR_109827,87.49943675,-0.041091134,0.132190039,-0.310848941,0.755915462,0.894045475
NR_109828,20.477934,-0.370626462,0.204380077,-1.813417767,0.069767411,0.259621839
NR_109829,42.14045615,-0.74482873,0.341014498,-2.184155613,0.028950815,0.156006459
NR_109830,21.18814523,0.750980076,0.37572626,1.998742586,0.045636213,0.203842779
NR_109831,41.21627535,0.099960383,0.1243035,0.804163861,0.421302347,0.681272879
NR_109832,56.75179672,-0.026703661,0.145096369,-0.184040863,0.853981398,0.941924506
NR_109833,221.7116865,-0.190770676,0.101584633,-1.877948185,0.060388254,0.239256829
NR_109836,29.91745326,0.216346678,0.28006864,0.77247734,0.439831763,0.695088736
NR_109837,578.9709483,-0.060426687,0.180547424,-0.334685956,0.737861996,0.885777551
NR_109840,234.6213301,-0.634780909,0.152382184,-4.165716035,3.10E-05,0.005161358
NR_109841,9.993510977,-1.237271467,0.404146785,-3.061440824,0.002202745,0.035767722
NR_109842,133.8263689,-0.489615496,0.151224747,-3.237667819,0.00120511,0.025730594
NR_109843,1318.15206,-0.085621761,0.100295392,-0.853695864,0.393273526,0.658364942
NR_109844,39.69540523,-0.428054933,0.364123489,-1.175576269,0.239764243,0.511168972
NR_109845,98.1682473,-0.533808915,0.219775726,-2.428880223,0.015145535,0.107284233
NR_109846,4503.088112,0.086887128,0.07874562,1.103389987,0.269857843,0.543977676
NR_109848,18.71604595,-0.02259299,0.26768993,-0.08439985,0.932738527,0.974535348
NR_109849,193.9204757,-0.178206515,0.110826698,-1.60797459,0.107840744,0.332007846
NR_109850,127.2096323,-0.546628172,0.195269286,-2.79935561,0.005120471,0.056767872
NR_109851,218.9835227,-0.226081216,0.199424869,-1.133666115,0.256934629,0.53090767
NR_109852,66.95554896,-0.436622738,0.267920619,-1.629672025,0.103170833,0.324298068
NR_109853,299.3563597,0.289024243,0.136814636,2.112524294,0.034641504,0.173403039
NR_109856,60.00465474,-0.111560456,0.369082027,-0.302264667,0.762450311,0.897555077
NR_109859,10.00771534,-0.712977099,0.346701405,-2.056458637,0.039738329,0.187748815
NR_109868,42.76858374,-0.432083155,0.145990163,-2.959673066,0.003079657,0.042797206
NR_109871,171.4453623,-0.003126657,0.331876671,-0.009421141,0.992483129,0.996661216
NR_109874,13.79975984,-0.086993419,0.333759658,-0.260646896,0.794364822,0.914235734
NR_109875,11.62439338,0.052320486,0.358382996,0.145990425,0.883928947,0.954519632
NR_109879,26.52684224,-0.453024099,0.2107177,-2.149910038,0.031562331,0.164488396
NR_109884,21.94529545,0.090090131,0.170985327,0.52688808,0.598271312,0.804253983
NR_109885,26.05578815,0.141455303,0.195728259,0.722712722,0.469856398,0.718377888
NR_109889,19.70002038,-0.623935675,0.248317024,-2.512657669,0.011982555,0.092679916
NR_109890,123.8363056,-0.415060245,0.140500825,-2.954148095,0.003135335,0.043206416
NR_109895,38.91171252,-0.334193061,0.486974276,-0.6862643,0.492546457,0.733454856
NR_109898,187.0093621,-0.191095189,0.124670547,-1.5328014,0.125324796,0.360343499
NR_109900,25.67308262,-0.530709325,0.16743457,-3.169652041,0.001526216,0.029607561
NR_109904,93.25800627,-0.382181524,0.144340956,-2.6477691,0.008102485,0.073848969
NR_109905,69.11153188,-0.551617631,0.266189441,-2.072274655,0.038239835,0.183599035
NR_109906,135.8639043,-0.144008202,0.161697309,-0.890603578,0.373141879,0.642078984
NR_109907,65.49592887,-0.27178706,0.271935726,-0.999453308,0.317575147,0.592812893
NR_109909,134.961314,-0.045895408,0.090074817,-0.509525409,0.610383993,0.812240678
NR_109911,21.69662979,-0.109559744,0.204948729,-0.534571477,0.592946212,0.801149083
NR_109913,158.6567931,0.227255101,0.135626166,1.675599241,0.093816718,0.30872671
NR_109914,54.57400123,-0.375172578,0.246253855,-1.523519617,0.127628757,0.363996625
NR_109925,118.9290678,-0.317533679,0.13379023,-2.373369705,0.017626611,0.11745075
NR_109927,107.8234375,-0.096861072,0.133218267,-0.727085518,0.46717357,0.716048505
NR_109928,5.613859069,-0.060028614,0.365635735,-0.164176003,0.869592591,0.948843475
NR_109929,498.405694,-0.334650717,0.123666749,-2.706068682,0.006808496,0.066669094
NR_109930,31.71416589,-0.556739645,0.197758798,-2.815245896,0.004873992,0.055232625
NR_109934,22.88285048,-0.154198236,0.284417676,-0.542154193,0.587712288,0.797766947
NR_109939,34.1127911,0.094264234,0.120391516,0.782980707,0.433638442,0.690726229
NR_109946,3.443109824,-0.275125163,0.35013451,-0.785769913,0.432002296,0.689572387
NR_109948,67.26672888,-0.494196163,0.155052943,-3.187273675,0.001436208,0.028451891
NR_109952,7.178291555,0.001161534,0.235604855,0.004930008,0.996066439,0.998134459
NR_109965,98.63537792,-0.738554258,0.172656892,-4.277583417,1.89E-05,0.004385024
NR_109967,7.514445757,-0.107449864,0.334616485,-0.32111348,0.748124395,0.890729081
NR_109969,755.3195839,-0.430994455,0.225742324,-1.909231938,0.056232178,0.229456956
NR_109973,237.9922325,0.151687397,0.128283313,1.182440594,0.237030924,0.507813151
NR_109976,179.3393373,-0.085169143,0.234888953,-0.362593226,0.716908771,0.873970235
NR_109977,67.65239978,-0.11152905,0.349064971,-0.319507997,0.749341328,0.891169539
NR_109978,188.0440772,-0.131768241,0.1611088,-0.817883575,0.41342367,0.67487078
NR_109983,1139.499175,-0.436101367,0.122634282,-3.556113012,0.000376382,0.014697156
NR_109990,79.83442899,-0.005738278,0.116670705,-0.049183536,0.960773032,0.985740464
NR_109991,156.585819,-0.046581631,0.197466826,-0.235895981,0.813513387,0.924044728
NR_109992,18.13739351,-0.705259073,0.2566708,-2.747718373,0.006001153,0.062092099
NR_109993,7.731348936,0.16293382,0.37197468,0.438023955,0.661368919,0.844734627
NR_109994,497.3246412,-0.280468615,0.09546495,-2.937922419,0.003304197,0.044644089
NR_109995,76.01774095,-0.242165344,0.148915227,-1.626195982,0.103907971,0.325656128
NR_109996,196.3262046,-0.281375536,0.116945883,-2.406031992,0.016126852,0.111488432
NR_109997,219.194869,-0.35364871,0.123979573,-2.852475632,0.004338014,0.051883665
NR_110000,27.49535531,-0.690488261,0.202447852,-3.410696898,0.000647971,0.019304618
NR_110001,20.91894078,-0.360354592,0.179944545,-2.002586912,0.045221646,0.202534184
NR_110002,5.138707308,0.250256194,0.349099661,0.71686175,0.473459406,0.720637508
NR_110003,46.45263605,-0.398650739,0.183676889,-2.170391387,0.029977209,0.159104139
NR_110005,330.3542352,-0.646511234,0.150610094,-4.292615571,1.77E-05,0.004212239
NR_110007,30.73726481,-0.022241988,0.189377539,-0.117447864,0.906505156,0.964110808
NR_110010,83.01044995,-0.265208501,0.429264804,-0.617820279,0.536693814,0.764235283
NR_110012,10.01550165,-0.315888183,0.348913916,-0.905347045,0.365281561,0.634655611
NR_110016,23.79484138,-0.373695778,0.256928494,-1.454473859,0.145814976,0.391127894
NR_110017,76.10670213,-0.140481271,0.149390039,-0.940365718,0.347030001,0.618630163
NR_110018,19.80592827,-0.114401392,0.20466935,-0.558957131,0.576190978,0.789583207
NR_110021,122.8095658,-0.982604479,0.30791152,-3.191191028,0.001416876,0.02828062
NR_110022,88.53186493,-0.722407452,0.279065783,-2.588663664,0.009634915,0.081621865
NR_110023,142.2147989,-0.688135881,0.249922853,-2.753393187,0.005898101,0.061411627
NR_110028,957.1556376,0.053531433,0.095229821,0.562128886,0.574028209,0.788006844
NR_110030,276.0852593,-0.14872721,0.164785598,-0.902549803,0.366764878,0.636273967
NR_110032,73.59740027,-0.238605117,0.131158473,-1.81921237,0.068879036,0.257784963
NR_110037,10.39679491,-0.535306672,0.222990398,-2.400581714,0.016369036,0.112339002
NR_110043,32.57866985,-0.254136174,0.158384842,-1.604548586,0.108593184,0.333235535
NR_110049,172.2710482,-0.548347102,0.14960822,-3.665220428,0.000247126,0.011855518
NR_110051,22.06003807,-0.405638451,0.196103713,-2.068489393,0.038594027,0.184688544
NR_110054,76.54535366,0.018064546,0.156559739,0.115384363,0.908140473,0.964831687
NR_110055,41.73262055,-0.380111298,0.378626377,-1.003921862,0.315416278,0.591452544
NR_110064,77.28804592,-0.384443059,0.174888726,-2.198215217,0.027933773,0.153049464
NR_110066,18.14362458,0.431344191,0.483344678,0.892415311,0.372170367,0.641274244
NR_110067,29.68721168,0.345228069,0.331187864,1.042393478,0.297229289,0.573229098
NR_110070,24.13778196,-0.263300825,0.398520354,-0.660696053,0.508807255,0.744621712
NR_110071,5.854283122,-0.125075727,0.369998745,-0.338043653,0.735330291,0.884477325
NR_110073,17.32541593,-0.117741013,0.229785796,-0.512394651,0.608374834,0.810868809
NR_110076,10.27350244,0.228098661,0.222646628,1.024487382,0.305605128,0.582179232
NR_110077,18.97900657,0.067989038,0.241443207,0.28159433,0.778254588,0.906670527
NR_110078,34.11103804,0.048184301,0.169786769,0.283793027,0.776568998,0.905746447
NR_110081,2.807077884,-1.31131003,0.355860352,-3.68490061,0.000228792,0.011548213
NR_110083,98.92582128,-0.330835249,0.240460005,-1.375843142,0.168870201,0.422680655
NR_110084,21.4177983,-0.8513151,0.310878441,-2.738417942,0.006173556,0.063120646
NR_110085,18.04595799,0.043669328,0.263532955,0.165707275,0.868387321,0.948299563
NR_110090,53.60803105,-0.534134036,0.195872098,-2.726953157,0.006392211,0.064498307
NR_110091,64.9596045,-0.570600949,0.177502626,-3.214605682,0.001306238,0.02700626
NR_110096,177.9557025,-0.176258514,0.123154983,-1.431192708,0.152374993,0.400128957
NR_110098,73.47814409,0.061521457,0.215444755,0.285555604,0.775218511,0.904931763
NR_110102,318.0709271,-0.0884467,0.06115507,-1.446269301,0.148101683,0.394265305
NR_110104,49.09390782,-0.226564277,0.200265963,-1.131316943,0.257921716,0.531697957
NR_110106,81.0741269,-0.584607385,0.17572411,-3.326847889,0.000878343,0.022097467
NR_110119,8.978691863,0.255729145,0.39571808,0.64624074,0.518123459,0.751340867
