,baseMean,log2FoldChange,lfcSE,stat,pvalue,FDR
NR_102697,6.624552247,-0.093623848,0.268403865,-0.348817064,0.727226652,0.879819611
NR_102705,521.1188092,-0.036558609,0.120132226,-0.304319755,0.760884296,0.896947274
NR_102706,1073.403463,0.110587313,0.099285013,1.113836914,0.265349157,0.539173001
NR_102708,10.94173782,-0.310319146,0.283023758,-1.096442036,0.272885377,0.547452047
NR_102711,15.57026038,0.624779569,0.223702648,2.792901977,0.005223752,0.057269209
NR_102732,44.72133978,0.448454196,0.268812942,1.668276057,0.095260939,0.311287728
NR_102735,25.99903297,-0.930819187,0.271072395,-3.433839836,0.000595096,0.018510581
NR_102739,36.06973333,-0.450990709,0.367962373,-1.225643549,0.220332842,0.488264065
NR_102740,14.50033447,-0.473954361,0.450408036,-1.052277766,0.29267213,0.568212757
NR_102747,54.83261741,-0.653333177,0.405515967,-1.611115791,0.107154487,0.331284694
NR_102748,52.45757412,-0.392197149,0.271615601,-1.443941907,0.148755317,0.39473556
NR_102751,84.29480695,0.111870515,0.14126669,0.79191007,0.428413115,0.687230732
NR_102752,152.5407263,-0.270385517,0.097278986,-2.779485363,0.005444511,0.05843009
NR_102755,96.28095591,-0.530953422,0.124344472,-4.270020321,1.95E-05,0.004418692
NR_102756,107.4149936,-0.209967,0.106782504,-1.966305267,0.049263359,0.212830191
NR_102759,636.9920414,0.148361777,0.115210449,1.287745845,0.197834449,0.461754301
NR_102760,60.35901508,-0.009766104,0.224765987,-0.043450098,0.965342743,0.986916898
NR_102761,182.2475281,0.025689524,0.133969595,0.191756377,0.847933043,0.939134038
NR_102762,32.43995991,-0.191271235,0.191545737,-0.99856691,0.318004536,0.593307504
NR_103446,72.51704623,0.014849634,0.273269441,0.054340633,0.956663777,0.983680947
NR_103447,57.75371533,0.090334853,0.279392851,0.323325569,0.746448691,0.889917094
NR_103448,21.61899418,-0.504050869,0.157964234,-3.190917697,0.001418217,0.028289907
NR_103449,8.333871296,-0.663497663,0.280721362,-2.363545328,0.018101012,0.119188256
NR_103455,9.47161252,-0.416430258,0.402996286,-1.033335225,0.301447048,0.577275603
NR_103456,368.0702685,-0.014325584,0.094009914,-0.152383761,0.878884265,0.952157475
NR_103458,9.141092306,0.215338815,0.419824559,0.512925722,0.60800328,0.810569491
NR_103459,103.3554822,-0.55457924,0.278603403,-1.990568794,0.046528314,0.206007713
NR_103461,1085.093317,0.037575702,0.120191176,0.312632783,0.754559668,0.893388936
NR_103462,22.16770095,0.000543041,0.328091953,0.00165515,0.998679382,0.99917046
NR_103463,201.0909886,-0.066719012,0.396543398,-0.168251477,0.866385446,0.947556004
NR_103464,483.5418609,-0.060999767,0.091605389,-0.665897142,0.505476847,0.742449304
NR_103468,12.4027142,-0.434489268,0.47996043,-0.905260603,0.365327343,0.634658118
NR_103469,21.14433056,-1.322042192,0.390557262,-3.385015006,0.000711744,0.020066555
NR_103476,42.37816617,-0.168560909,0.253352015,-0.665322948,0.505843956,0.742736197
NR_103478,162.0673026,-0.163140345,0.135372298,-1.205123551,0.228155609,0.497344159
NR_103480,7.636272802,-0.537443889,0.409762225,-1.311599402,0.189655335,0.450827323
NR_103482,8.332232163,0.043482636,0.246486566,0.176409762,0.859972036,0.944927986
NR_103483,42.8193003,-0.07233894,0.432092082,-0.167415566,0.867043078,0.947773238
NR_103484,336.4518195,0.289702457,0.129454454,2.237871679,0.025229424,0.144573408
NR_103492,171.4144819,-0.598009644,0.280900259,-2.128903852,0.033262216,0.169741338
NR_103493,42.37942462,-0.045032262,0.234466049,-0.19206304,0.847692826,0.939067658
NR_103497,5.694127275,-0.158810312,0.32080927,-0.495030308,0.620578727,0.819251081
NR_103498,717.7940421,0.215415295,0.117429528,1.834421883,0.066591394,0.252890705
NR_103499,61.87896477,0.289750728,0.284629108,1.017994014,0.308680801,0.584816571
NR_103500,90.6926572,-0.094811086,0.270022107,-0.351123419,0.725495759,0.878986053
NR_103501,2029.666006,0.093656563,0.139778556,0.670035274,0.502835304,0.740695204
NR_103502,237.9247509,-0.353684175,0.176670563,-2.001941742,0.045290998,0.202766026
NR_103503,335.419925,0.100918221,0.312009722,0.323445757,0.746357681,0.889917094
NR_103504,27.00223655,-0.599750622,0.25170975,-2.382707153,0.01718586,0.115988624
NR_103505,28.4420229,-0.775018283,0.234613458,-3.303383742,0.000955256,0.022929451
NR_103507,1391.32626,-0.110576579,0.155955483,-0.709026551,0.478308,0.723889231
NR_103508,113.7440044,-0.512907699,0.263804416,-1.944272609,0.051862586,0.218898717
NR_103509,212.7508099,-0.502601014,0.179514466,-2.79978002,0.005113744,0.056767872
NR_103510,122.1444583,-0.47047315,0.186996453,-2.515946924,0.011871306,0.092107806
NR_103511,20.39549373,-0.145418188,0.270057089,-0.538472025,0.590251213,0.799224867
NR_103512,29.4863757,-0.721377131,0.311500544,-2.315813393,0.02056846,0.128049397
NR_103518,150.7050716,-0.380179777,0.212286654,-1.790879312,0.073312664,0.267434269
NR_103519,43.82765932,-0.398673287,0.295517313,-1.349069141,0.177314759,0.433634762
NR_103520,14.3200799,-0.211839731,0.452383036,-0.468275143,0.639587842,0.831305571
NR_103521,1266.297714,-0.395663211,0.170641414,-2.318682217,0.020412273,0.127562474
NR_103523,38.87890504,-0.218573908,0.4483102,-0.487550602,0.625868192,0.822904737
NR_103526,15.41833404,-0.27214868,0.199216879,-1.36609248,0.171909938,0.426109673
NR_103527,69.78282996,0.051244488,0.099657656,0.514205226,0.607108514,0.80996449
NR_103528,229.8632824,-0.259128773,0.223071904,-1.161637881,0.245382588,0.517608248
NR_103529,799.8228071,-0.645287853,0.159706189,-4.040468675,5.33E-05,0.006309563
NR_103530,29.43562578,-0.561867901,0.331396286,-1.69545624,0.089988905,0.301573678
NR_103534,10.37668061,-0.517236924,0.243497224,-2.124200499,0.033653382,0.170729952
NR_103535,45.4723669,-0.411117629,0.191750393,-2.144024959,0.032030887,0.166054609
NR_103541,9.483949944,-0.795438123,0.26018042,-3.057255896,0.002233735,0.03599741
NR_103542,46.41133669,-0.87008873,0.218369508,-3.984479047,6.76E-05,0.006828898
NR_103543,266.4069808,0.399828625,0.236852973,1.688087844,0.091394368,0.304287206
NR_103544,197.0643547,0.067037378,0.383482467,0.174812107,0.861227274,0.945352105
NR_103545,8.83637578,-0.02788149,0.322336028,-0.086498213,0.931070377,0.973975286
NR_103546,79.90318437,0.066186639,0.293349305,0.225623986,0.821493884,0.927746582
NR_103548,19.31359125,-0.330447429,0.369477937,-0.894363089,0.371127655,0.640214176
NR_103549,12.78670294,0.032457989,0.436264793,0.074399745,0.940692311,0.978284379
NR_103551,12.68284618,-0.129185863,0.41416102,-0.31192183,0.755099932,0.893600368
NR_103552,26.42075442,-0.601434964,0.272619103,-2.206136536,0.027374441,0.151448264
NR_103553,8.166387919,0.036254389,0.344097352,0.10536085,0.916089481,0.968241142
NR_103554,11.32781331,-0.239843189,0.369634324,-0.648866118,0.516424917,0.749898226
NR_103556,5.133466952,-0.580782455,0.343787449,-1.689364917,0.09114952,0.3037438
NR_103560,36.02632355,-0.491458083,0.179285141,-2.741209232,0.006121351,0.062772434
NR_103707,7.086158199,-1.027743331,0.369064875,-2.784722689,0.005357352,0.057881659
NR_103714,5.452970888,0.32715942,0.360216165,0.908230812,0.363756288,0.633626726
NR_103715,28.86516679,-0.402958479,0.209953705,-1.919273013,0.054949792,0.22626885
NR_103718,438.7128622,-0.248206051,0.091426333,-2.71482016,0.006631177,0.065747101
NR_103720,138.7943007,-0.058763585,0.132129351,-0.444742855,0.656505595,0.841749343
NR_103723,26.87856163,-0.117660302,0.387377176,-0.303735762,0.76132921,0.89709583
NR_103726,675.2684611,-0.115371675,0.096336001,-1.197596683,0.231074068,0.50060259
NR_103728,200.5743466,-0.747539539,0.556879329,-1.342372576,0.179475222,0.436529485
NR_103729,195.7322221,-0.056356655,0.207772322,-0.27124236,0.786204635,0.910534793
NR_103730,5.171305652,-0.559018931,0.301198062,-1.855984485,0.06345577,0.246476318
NR_103731,13.71398454,-0.910574137,0.370113412,-2.46025707,0.013883753,0.101659837
NR_103733,13.82767668,0.065778005,0.387608908,0.169701995,0.865244505,0.947100119
NR_103734,508.6260016,-0.558066053,0.166319148,-3.355392696,0.000792524,0.021038075
NR_103737,27.61054895,-0.31445044,0.258906944,-1.21453073,0.224545123,0.493381648
NR_103739,7.252169466,0.016840028,0.376075273,0.044778344,0.964283987,0.986364387
NR_103741,247.5277416,-0.1703261,0.102403456,-1.663284683,0.096255463,0.313058789
NR_103742,236.5958145,-0.162600194,0.122351889,-1.328955317,0.183862712,0.442100142
NR_103743,58.67943181,-0.216803288,0.127949435,-1.69444506,0.090180743,0.301902994
NR_103744,21.84929328,-0.518828928,0.304296207,-1.705012799,0.088192037,0.298137821
NR_103745,12.63587977,-0.280286961,0.347857378,-0.805752527,0.420385556,0.680331071
NR_103746,71.13360624,-0.420525066,0.150811713,-2.788411171,0.005296727,0.057617618
NR_103764,5.390360788,-0.058325573,0.297648435,-0.195954577,0.844645719,0.937895691
NR_103767,12.60058708,-0.690054496,0.24023588,-2.872403969,0.004073619,0.050250498
NR_103768,61.30002432,-0.009575581,0.112338672,-0.085238506,0.932071779,0.974265835
NR_103769,63.99658867,-0.287266869,0.178419393,-1.610065274,0.107383607,0.33160357
NR_103772,4.86964194,-0.292785228,0.32544135,-0.899655892,0.368303403,0.63775952
NR_103774,8.401141656,-0.292759804,0.210191752,-1.392822514,0.163673468,0.415691431
NR_103776,296.3350458,-0.756969348,0.193931856,-3.903274916,9.49E-05,0.008025602
NR_103777,217.466474,-0.531934632,0.136402184,-3.899751568,9.63E-05,0.008025602
NR_103780,98.47954194,0.341027473,0.36784068,0.927106466,0.353871259,0.624428782
NR_103782,29.26581488,-0.231841729,0.432188364,-0.536436767,0.591656727,0.800282126
NR_103783,5.530381928,-0.129715381,0.30503811,-0.425243196,0.670659398,0.849334482
NR_103784,34.56097025,-0.160791642,0.145821111,-1.102663673,0.270173248,0.544359671
NR_103791,10.90401193,-0.257759697,0.270407036,-0.953228512,0.340474303,0.612216929
NR_103792,67.87987133,-0.5371756,0.176334535,-3.046343704,0.002316429,0.03663465
NR_103793,8.049441061,0.011162486,0.231908866,0.04813307,0.961610191,0.985888166
NR_103797,3172.279914,0.055266594,0.097133653,0.568974725,0.569373293,0.785032553
NR_103803,159.1220967,-0.023255696,0.204368907,-0.113792732,0.909402101,0.965538377
NR_103804,128.9232104,-0.424760626,0.190195997,-2.233278481,0.025530586,0.145410411
NR_103809,38.4606294,-0.334650271,0.209879561,-1.594487185,0.110826959,0.336705637
NR_103810,32.40563127,-0.372531753,0.188514539,-1.976143357,0.048138543,0.209861286
NR_103812,203.2387466,-0.100415221,0.106172554,-0.945773818,0.344263962,0.615810225
NR_103814,21.92582054,-0.558099299,0.185782566,-3.00404559,0.002664154,0.039600545
NR_103819,66.50278124,0.053855099,0.158363408,0.340072871,0.733801651,0.8834174
NR_103820,385.6164834,-0.024848261,0.191078658,-0.130042054,0.896533155,0.960476618
NR_103821,176.5796578,-0.238586556,0.09593811,-2.486879893,0.01288689,0.097451822
NR_103825,201.0375328,-0.463968308,0.451075192,-1.028583075,0.303675635,0.580230037
NR_103826,124.3736592,-0.185907956,0.176826346,-1.051358923,0.293093774,0.568639839
NR_103827,68.79703753,-0.268801173,0.164817504,-1.630901854,0.102911031,0.324011436
NR_103831,93.3465469,-0.479865134,0.143461115,-3.344914291,0.00082308,0.021437454
NR_103833,12.20200941,-0.246094685,0.268409008,-0.916864477,0.359213661,0.629311612
NR_103834,307.1831033,-0.528992312,0.181721131,-2.911011547,0.003602607,0.046951987
NR_103836,180.4343415,-0.011907956,0.260286472,-0.045749422,0.963509972,0.986118074
NR_103837,85.3230189,-0.545274581,0.190199523,-2.866855672,0.00414572,0.050634293
NR_103838,14.54907149,0.270532208,0.231087505,1.170691629,0.241722751,0.513307974
NR_103839,82.18799493,-0.498706168,0.171699889,-2.904522365,0.003678139,0.047506781
NR_103840,39.38953138,0.160843136,0.166870892,0.963877726,0.335107232,0.607750842
NR_103841,52.46095394,0.113397598,0.190617466,0.594896159,0.551912885,0.77434023
NR_103844,51.70485845,-0.555769435,0.217389383,-2.556561995,0.010571223,0.085911193
NR_103845,72.79360016,-0.01900376,0.338385892,-0.056160024,0.955214327,0.983257488
NR_103847,13.34554693,-0.364193422,0.203780623,-1.787183773,0.073907791,0.268767218
NR_103854,6.43953991,-0.272883699,0.308920061,-0.88334729,0.377048661,0.644991895
NR_103855,65.48215509,-0.66173069,0.19969045,-3.313782364,0.000920431,0.02261352
NR_103856,9.034205675,-0.715402829,0.25217093,-2.836975811,0.004554306,0.053237208
NR_103860,80.97013794,-0.311107739,0.169833893,-1.831835412,0.066975946,0.253821736
NR_103861,30.92609387,-0.407825112,0.260819603,-1.563629069,0.117904704,0.34761386
NR_103862,28.21815059,-0.01181712,0.146505035,-0.080660162,0.93571222,0.976035886
NR_103864,144.5524323,0.02718348,0.166049504,0.163707084,0.869961741,0.949066632
NR_103866,299.6504748,-0.094150204,0.198233485,-0.474946015,0.634825452,0.828415361
NR_103867,299.3916118,0.130716674,0.196756958,0.664356042,0.506462461,0.743118331
NR_103870,70.07208589,-1.229805985,0.42425956,-2.898711307,0.003746997,0.048090868
NR_103871,182.5999905,-0.185510486,0.300931233,-0.616454745,0.537594431,0.764854221
NR_103873,50.60880379,0.134363329,0.38455106,0.349403091,0.726786713,0.879529133
NR_103874,37.57333763,-0.0639274,0.338730011,-0.188726707,0.850307019,0.940340657
NR_103995,36.05139206,-0.626507036,0.437840896,-1.430901136,0.152458552,0.40026904
NR_103997,11.44672624,-0.664502351,0.280584687,-2.368277323,0.017871135,0.118395839
NR_103998,128.0797322,-0.53671598,0.277689961,-1.932788558,0.05326225,0.222051058
NR_103999,214.0385527,0.031911557,0.250677971,0.127301003,0.898702167,0.961133117
NR_104000,158.5625046,-0.178871951,0.241095501,-0.741913268,0.458139886,0.709301241
NR_104001,39.8507575,-0.771827012,0.440406842,-1.75253184,0.0796824,0.28087019
NR_104005,160.985463,-0.019625476,0.198382627,-0.098927395,0.921195918,0.970263913
NR_104006,206.9051267,-0.494978697,0.191407751,-2.585990872,0.00970995,0.081999942
NR_104009,18.04204902,-0.088040851,0.535503854,-0.164407502,0.869410358,0.948794285
NR_104010,194.7393411,0.071139998,0.218595966,0.325440581,0.744847646,0.889287054
NR_104011,97.28269666,0.091144318,0.195032835,0.46732807,0.640265177,0.831810855
NR_104013,780.2079888,-0.879422477,0.256600737,-3.427201682,0.000609836,0.018666917
NR_104014,210.5583681,0.144120067,0.128723045,1.119613563,0.262878473,0.537183824
NR_104020,35.62426916,-0.849664003,0.390792297,-2.174208675,0.029689467,0.158208131
NR_104022,61.96493636,-0.396578071,0.329147992,-1.204862495,0.228256389,0.49741641
NR_104023,627.6010328,-0.716774277,0.20422352,-3.509753809,0.000448522,0.015912685
NR_104024,186.166006,-0.106622788,0.191365064,-0.557169561,0.577411585,0.79027938
NR_104025,319.0696469,-0.15613917,0.141750551,-1.101506615,0.270676227,0.545055599
NR_104026,14.93660565,-0.080975962,0.374650618,-0.216137272,0.828880748,0.93066364
NR_104029,4.99243513,-0.12438077,0.373172609,-0.33330627,0.738903107,0.886189239
NR_104030,4.193691406,-0.561820422,0.356866698,-1.574314515,0.115414756,0.343670884
NR_104034,184.2364049,-0.026594095,0.109911952,-0.24195817,0.808812576,0.921714188
NR_104035,245.5832509,-0.381704909,0.133237931,-2.86483666,0.004172244,0.05080808
NR_104038,203.8995148,-0.130585394,0.27699416,-0.471437355,0.637328446,0.829709572
NR_104041,229.8152422,-0.095036035,0.098634518,-0.963516997,0.335288139,0.607983299
NR_104042,96.74357916,-0.228189693,0.213237255,-1.070121135,0.284564787,0.559855037
NR_104043,116.8964482,-0.223941477,0.218604195,-1.024415276,0.30563917,0.582179232
NR_104049,126.9537807,-0.985387696,0.330674307,-2.979934258,0.002883103,0.041276338
NR_104051,53.10944619,-0.630215391,0.290714821,-2.167813075,0.030172912,0.159824018
NR_104064,6.267645645,-0.109671654,0.348765602,-0.314456624,0.753174256,0.892604137
NR_104073,104.6865795,-0.945768393,0.539496406,-1.753057819,0.079592083,0.280838532
NR_104075,35.60941526,-0.106117501,0.506638965,-0.209453888,0.834093929,0.933237456
NR_104091,93.08642662,-0.436349909,0.177113003,-2.463680832,0.013751851,0.10107581
NR_104095,49.55118272,0.124774628,0.277018634,0.450419619,0.652407901,0.839326671
NR_104096,61.44426483,-0.083863283,0.281803236,-0.297595174,0.766012158,0.899588991
NR_104097,73.3413304,-0.425369602,0.248014776,-1.715097822,0.086327294,0.294330096
NR_104098,1277.22974,-0.268191109,0.180884499,-1.482664963,0.138163448,0.380034632
NR_104099,698.2907616,-0.163697344,0.12132129,-1.349287858,0.177244524,0.433558614
NR_104101,327.5593836,-0.363113738,0.14259336,-2.546498217,0.010880977,0.08754643
NR_104103,87.13195583,-0.096464659,0.119061054,-0.810211701,0.417818513,0.678016634
NR_104104,202.4067838,-0.118850397,0.207603831,-0.572486532,0.566992408,0.783773997
NR_104107,85.13101434,0.038541336,0.225413077,0.170980925,0.864238765,0.94658501
NR_104108,22.66787768,-0.930897339,0.392487831,-2.371786503,0.017702316,0.117785617
NR_104110,174.3891653,-0.027821567,0.223995178,-0.124206099,0.901152094,0.962005795
NR_104111,215.5726997,-0.512786277,0.320401904,-1.600447038,0.109499447,0.334856084
NR_104112,362.8606203,-0.738622696,0.275743561,-2.678658,0.007391785,0.069894601
NR_104114,153.7338508,-0.841736718,0.340237801,-2.473965899,0.013362245,0.099587739
NR_104116,188.7506611,-0.178953042,0.119172594,-1.501629164,0.133192907,0.372373315
NR_104125,76.30259415,0.053811193,0.288642864,0.186428282,0.852108915,0.941140452
NR_104126,14.70354194,0.166905672,0.253814622,0.657588873,0.510802346,0.745963367
NR_104128,305.770941,0.006549069,0.128801032,0.050846402,0.959447915,0.984962572
NR_104131,151.6815996,-0.273586681,0.131354491,-2.082811781,0.037268383,0.180976737
NR_104133,56.33963968,-0.437893497,0.187589693,-2.334315331,0.019579217,0.12458237
NR_104136,22.52089469,0.108140192,0.22131223,0.488631794,0.6251024,0.822460607
NR_104148,61.91608029,-0.009007844,0.256279267,-0.035148548,0.97196129,0.989119214
NR_104149,715.2527945,0.041200255,0.136646155,0.301510535,0.763025218,0.897860367
NR_104150,13.47965122,-0.095509279,0.404707228,-0.23599598,0.813435789,0.924044728
NR_104154,10.94211736,-0.748486737,0.330829655,-2.26245358,0.023669394,0.139210194
NR_104159,536.4068997,0.034736597,0.162333251,0.213983251,0.830560118,0.931495215
NR_104160,148.6583579,0.079354742,0.226754785,0.349958402,0.726369917,0.879521426
NR_104162,29.2167086,-0.489667277,0.181003046,-2.705298545,0.006824303,0.06677392
NR_104164,43.68153053,-0.532800307,0.204956009,-2.599583729,0.009333691,0.080189524
NR_104165,421.260629,0.134768421,0.127988272,1.052974768,0.292352557,0.567813048
NR_104166,83.34843243,-0.064875937,0.264197086,-0.245558865,0.806023735,0.919913492
NR_104167,3.381154017,0.041258405,0.342039278,0.120624756,0.903988259,0.962953667
NR_104168,91.26939962,-0.230107848,0.165712823,-1.388594098,0.164956213,0.417205621
NR_104169,41.28176139,-0.126161969,0.287762644,-0.438423721,0.661079154,0.844700279
NR_104171,9.717485512,-0.00339181,0.26126935,-0.012982044,0.989642119,0.995658593
NR_104177,31.65374481,-0.187934503,0.187803747,-1.000696237,0.316973687,0.592381827
NR_104178,98.536881,-0.186019177,0.134060681,-1.387574467,0.165266661,0.417676179
NR_104181,215.5628291,0.229591219,0.149903328,1.531595209,0.125622356,0.360580308
NR_104183,131.7061793,-0.264886104,0.119290069,-2.220521008,0.026383421,0.148079119
NR_104184,244.8702024,-0.172182667,0.095052329,-1.811451328,0.070071017,0.26030055
NR_104185,35.56555628,-0.403807031,0.199906648,-2.019978,0.04338567,0.197716327
NR_104187,10.32681756,-0.003878295,0.288591747,-0.013438688,0.989277801,0.995478357
NR_104194,256.9543649,0.069196823,0.160975845,0.429858424,0.667298631,0.847724157
NR_104200,29.75396235,0.462251126,0.290321681,1.592203255,0.111339042,0.337446952
NR_104209,108.8751602,0.019539837,0.217583728,0.089803762,0.928443159,0.972913246
NR_104212,75.65948998,0.176900382,0.304466238,0.581018056,0.561228284,0.780175433
NR_104214,152.2108042,-0.016197368,0.129659326,-0.124922508,0.900584899,0.961748157
NR_104215,53.31809439,-0.133022527,0.352002323,-0.377902412,0.705503091,0.867927387
NR_104217,510.0618567,-0.314159755,0.108924129,-2.884207184,0.003924005,0.049168099
NR_104219,173.2763856,-0.497024668,0.144073287,-3.44980446,0.000560993,0.017926406
NR_104220,22.14220752,-0.22724195,0.199583998,-1.138578005,0.254879207,0.528441357
NR_104222,110.7551839,-0.437977492,0.143599411,-3.049995042,0.002288451,0.036343089
NR_104223,130.5160368,-0.312821115,0.186237806,-1.679686432,0.093018341,0.307558787
NR_104224,30.55406051,-0.534287843,0.227203105,-2.351586892,0.018693523,0.121448209
NR_104225,27.75781683,0.038985471,0.332269105,0.117331013,0.90659775,0.964110808
NR_104227,114.1375539,-0.2889506,0.14484326,-1.994919204,0.046051693,0.204648533
NR_104230,327.4476643,-0.423054506,0.124243306,-3.40504868,0.000661523,0.019506739
NR_104231,173.2655613,-0.063907987,0.207425968,-0.308100221,0.758006073,0.895237911
NR_104233,15.25384798,-0.376903537,0.421041573,-0.895169412,0.370696534,0.639757629
NR_104236,47.9594721,0.399941112,0.361026394,1.107789124,0.267952898,0.54198731
NR_104238,29.26925954,-0.232357934,0.458720143,-0.506535277,0.612480932,0.81365376
NR_104239,209.7066856,-0.111406718,0.156579905,-0.711500738,0.476773994,0.722851568
NR_104240,173.1141201,-0.664819671,0.223984926,-2.968144705,0.002996032,0.042040083
NR_104241,95.94044692,-0.813554606,0.308289591,-2.638929858,0.008316819,0.075050989
NR_104246,149.6283539,0.035281671,0.111997603,0.315021665,0.752745204,0.892484467
NR_104247,56.38354962,-0.18836076,0.181991831,-1.034995687,0.300670926,0.576619353
NR_104248,26.59931314,-0.157738161,0.350820577,-0.449626309,0.652979915,0.839625363
NR_104249,156.3244832,-0.793159609,0.282549644,-2.80715133,0.004998176,0.055962137
NR_104255,281.8196806,-0.3805147,0.215715961,-1.763961729,0.077738423,0.276790868
NR_104256,23.35163612,0.261566048,0.304069942,0.860216719,0.38966959,0.655176038
NR_104257,60.03073128,0.104438593,0.260318921,0.401194781,0.688276723,0.859420366
NR_104258,30.86761363,-0.40524306,0.382064969,-1.060665311,0.28884203,0.56393977
NR_104259,29.28478115,-0.376472881,0.377756,-0.996603313,0.318957097,0.594098709
NR_104260,58.07794115,-0.880153105,0.453611762,-1.940322493,0.05234051,0.220110138
NR_104262,456.9459638,-0.357837544,0.15029457,-2.380907992,0.017270025,0.116261754
NR_104264,10.18564924,-0.610053682,0.480360656,-1.269990943,0.204087856,0.469704895
NR_104265,42.32061606,-0.417326472,0.375702736,-1.110789014,0.266659176,0.540490727
NR_104269,38.85750535,-0.286618006,0.368152814,-0.77852999,0.436256634,0.69238998
NR_104270,22.44142656,0.042738437,0.460857683,0.092736736,0.926112712,0.972002445
NR_104271,27.31010216,0.229517597,0.446168842,0.514418702,0.606959286,0.809895639
NR_104274,107.3964763,0.116507909,0.135502565,0.859820687,0.389887894,0.655351947
NR_104275,65.3822173,-0.233361881,0.233164648,-1.000845895,0.316901317,0.592381827
NR_104286,197.2283122,-0.06781903,0.264025582,-0.256865375,0.7972827,0.91579217
NR_104291,41.64802562,0.023844547,0.298038816,0.080004839,0.936233408,0.976281458
NR_104292,126.3984581,-0.428668537,0.143913697,-2.97865002,0.002895213,0.041317641
NR_104293,53.47452493,-0.510055154,0.279497872,-1.82489817,0.068016398,0.25627368
NR_104295,41.89152959,-0.754732755,0.34692624,-2.175484777,0.029593808,0.157917342
NR_104299,142.4333518,-0.138237595,0.214042104,-0.645843005,0.518381034,0.751393609
NR_104300,8.367516481,0.353269913,0.400583596,0.881888118,0.377837313,0.645649499
NR_104301,13.37953887,-0.176660157,0.316460972,-0.558236792,0.576682701,0.789765769
NR_104307,1321.471097,-0.598606644,0.189477859,-3.159243233,0.001581794,0.030088191
NR_104308,156.667664,-0.452002215,0.29229305,-1.546400829,0.122007794,0.35454319
NR_104309,143.8919849,-0.867615208,0.288207007,-3.010389013,0.002609133,0.039218947
NR_104312,45.454441,-0.682609195,0.20165828,-3.384979754,0.000711835,0.020066555
NR_104314,14.27608119,-0.637635934,0.390278684,-1.633796466,0.102301595,0.323242769
NR_104318,433.776991,0.0520608,0.10988819,0.473761562,0.635669948,0.828939126
NR_104321,79.62892496,0.068662165,0.182615708,0.375992653,0.706922358,0.868458486
NR_104331,37.78673942,-0.676416045,0.169510255,-3.990413701,6.60E-05,0.00682275
NR_104343,29.13374922,0.017178767,0.221812978,0.077447078,0.93826789,0.977051664
NR_104348,26.48652511,-0.414817421,0.237314554,-1.747964518,0.080470172,0.282412183
NR_104350,30.95670672,-0.38329102,0.269459394,-1.422444453,0.154897266,0.403049841
NR_104359,21.17173902,-0.227638326,0.247777448,-0.918720923,0.358241563,0.628421616
NR_104367,51.01455618,-0.731978084,0.300084365,-2.439240989,0.014718149,0.105510066
NR_104387,76.83325289,-0.089452281,0.150265548,-0.595294678,0.551646513,0.774167291
NR_104393,13.5382112,-0.327422344,0.338259244,-0.967962739,0.333062979,0.605885947
NR_104396,21.77547092,-0.141434391,0.189369604,-0.746869551,0.455142307,0.706960454
NR_104399,75.81672863,-0.11660292,0.253670772,-0.459662414,0.645758552,0.834871143
NR_104400,210.4128996,0.072341044,0.172574727,0.419186782,0.675079632,0.851859815
NR_104401,87.62348491,0.335363698,0.229571581,1.460824098,0.144063721,0.388600174
NR_104404,141.9528723,-0.53391017,0.18187683,-2.935559031,0.003329473,0.044725335
NR_104405,179.7597377,-0.060924928,0.142151957,-0.428590144,0.66822152,0.848091771
NR_104408,90.9164637,-0.043802932,0.287153868,-0.152541676,0.878759723,0.952144915
NR_104409,47.45735969,-0.145690365,0.187309437,-0.777805789,0.436683514,0.692612061
NR_104411,82.74106318,0.151408378,0.424753706,0.356461582,0.721494918,0.876522959
NR_104412,133.6681088,-0.431845215,0.241703521,-1.786673251,0.073990315,0.268959028
NR_104414,55.0629703,-0.548346888,0.178989811,-3.063564813,0.002187168,0.035617684
NR_104423,84.42318155,-0.267593585,0.321804526,-0.831540777,0.405668202,0.668934941
NR_104424,28.92362851,-0.322399835,0.473059189,-0.681521135,0.495541798,0.735634989
NR_104429,40.47251751,-0.364311847,0.196417671,-1.854781417,0.063627447,0.246916955
NR_104432,96.54519203,-0.093483131,0.200910857,-0.465296564,0.641719095,0.832632611
NR_104444,95.76776652,-0.872908926,0.237472943,-3.67582477,0.000237082,0.011681534
NR_104452,68.27640775,-0.305269614,0.20757832,-1.470623784,0.141392888,0.385301851
NR_104454,61.16015091,-0.329305301,0.406941479,-0.80922029,0.418388446,0.678686769
NR_104457,770.1836603,0.011947487,0.094717745,0.126137789,0.899622855,0.961449951
NR_104461,125.4851114,-0.093805809,0.200977813,-0.466747091,0.640680834,0.832132078
NR_104470,69.90116635,-0.306941085,0.233313386,-1.315574259,0.188316978,0.448738565
NR_104471,21.01083127,0.071416511,0.15299524,0.466789106,0.640650771,0.832124278
NR_104473,1160.461112,-0.11954453,0.083753135,-1.427343938,0.153480782,0.401221773
NR_104474,84.31305541,-0.668014965,0.396242164,-1.68587552,0.091819778,0.305204142
NR_104475,62.4136923,-0.718594395,0.417592764,-1.720801833,0.08528679,0.292311838
NR_104476,1053.613208,-0.32682181,0.214097394,-1.526509988,0.126882905,0.362437262
NR_104479,404.6322236,-0.744096792,0.169079994,-4.400856503,1.08E-05,0.003351692
